"tf","cell_type","avg","std","tissue"
"KDM5B","Epithelial_NOS",-0.479929417598964,0.880995379209582,"Bladder"
"KDM5B","Umbrella",0.542032571030992,0.85862899270776,"Bladder"
"KLF1","Basal",-0.374113571960643,0.779189732528105,"Bladder"
"KLF1","Epithelial_NOS",-0.355698837510396,0.98399737583495,"Bladder"
"KLF1","Umbrella",0.415833230040853,0.885884091407327,"Bladder"
"KLF13","Basal",-0.174468500349677,0.625041391938416,"Bladder"
"KLF13","Epithelial_NOS",0.464481851879585,0.870383635875017,"Bladder"
"KLF13","Umbrella",-0.426982636540197,0.975076521641328,"Bladder"
"KLF3","Basal",-0.101196626081565,0.844114575274233,"Bladder"
"KLF3","Epithelial_NOS",-0.33923105868062,0.900449575980205,"Bladder"
"KLF3","Umbrella",0.351852002364685,1.00267643822391,"Bladder"
"KLF4","Basal",-0.0412245962722143,0.90985965080826,"Bladder"
"KLF4","Epithelial_NOS",-0.389400532299003,1.03761630936041,"Bladder"
"KLF4","Umbrella",0.390773828662156,0.812460678576455,"Bladder"
"KLF5","Basal",0.133801231868272,0.613918731197277,"Bladder"
"KLF5","Epithelial_NOS",-0.694784350634052,0.843240950259376,"Bladder"
"KLF5","Umbrella",0.660947369797594,0.693563100536241,"Bladder"
"KLF6","Basal",-0.0646930303005272,0.511560670509756,"Bladder"
"KLF6","Epithelial_NOS",-0.506620864600901,1.0012605014536,"Bladder"
"KLF6","Umbrella",0.510342831934481,0.785575282435285,"Bladder"
"KLF9","Basal",-0.57768080791131,0.683731749505019,"Bladder"
"KLF9","Epithelial_NOS",-0.363188460464157,0.905479717905648,"Bladder"
"KLF9","Umbrella",0.458834774941673,0.936782924845942,"Bladder"
"KMT2A","Basal",-0.447538819285042,1.05124437060124,"Bladder"
"KMT2A","Epithelial_NOS",-0.0142077375597119,0.757581563133379,"Bladder"
"KMT2A","Umbrella",0.0923139148711988,1.16950689831541,"Bladder"
"LEF1","Basal",0.816118185374998,1.03133807384803,"Bladder"
"LEF1","Epithelial_NOS",-0.0325094148079586,0.890127787019058,"Bladder"
"LEF1","Umbrella",-0.110798908854785,1.03594746329466,"Bladder"
"LHX2","Basal",-0.192953667539778,0.935828367725757,"Bladder"
"LHX2","Epithelial_NOS",0.139743377214232,0.957487866924012,"Bladder"
"LHX2","Umbrella",-0.103880334736557,1.03755078939946,"Bladder"
"LYL1","Basal",0.222509607767129,0.960266185615517,"Bladder"
"LYL1","Epithelial_NOS",0.433919697725214,0.866198060191108,"Bladder"
"LYL1","Umbrella",-0.466350083618584,0.924995860431107,"Bladder"
"MAF","Basal",0.131918738643308,1.04560059701692,"Bladder"
"MAF","Epithelial_NOS",-0.115131956119014,0.957432532066508,"Bladder"
"MAF","Umbrella",0.0903191975146498,1.02557214968445,"Bladder"
"MAFB","Basal",-0.822637532723124,0.787291654247946,"Bladder"
"MAFB","Epithelial_NOS",0.0765595420092761,0.981877189246973,"Bladder"
"MAFB","Umbrella",0.0685504193474099,0.990369335665489,"Bladder"
"MAFF","Basal",-0.442280530126,0.8484260380485,"Bladder"
"MAFF","Epithelial_NOS",-0.209485447971212,0.935653314631442,"Bladder"
"MAFF","Umbrella",0.283742259023694,1.01085743952104,"Bladder"
"MAFG","Basal",-0.241329874747533,0.859071470718941,"Bladder"
"MAFG","Epithelial_NOS",-0.108971912562343,0.925843930987083,"Bladder"
"MAFG","Umbrella",0.149570061954726,1.07284252759251,"Bladder"
"MAFK","Basal",-0.54479246434128,0.856563009155744,"Bladder"
"MAFK","Epithelial_NOS",0.0547072210957791,0.973932657249178,"Bladder"
"MAFK","Umbrella",0.0414520684803814,1.02437184456522,"Bladder"
"MAX","Basal",0.264834861635778,0.941893155942656,"Bladder"
"MAX","Epithelial_NOS",-0.456186585529643,0.917822952857876,"Bladder"
"MAX","Umbrella",0.402997685960437,0.896091759285249,"Bladder"
"MAZ","Basal",-0.26533217683465,0.794460435043097,"Bladder"
"MAZ","Epithelial_NOS",-0.363036887934469,0.789383434246373,"Bladder"
"MAZ","Umbrella",0.404024465561516,1.06646603039842,"Bladder"
"MBD1","Basal",0.46472387957802,0.825497953140378,"Bladder"
"MBD1","Epithelial_NOS",0.120557971344009,0.9006543315857,"Bladder"
"MBD1","Umbrella",-0.200076280700002,1.07603319173046,"Bladder"
"MBD2","Basal",-0.460116779019067,0.948545624249764,"Bladder"
"MBD2","Epithelial_NOS",0.48084638009584,0.832836874070837,"Bladder"
"MBD2","Umbrella",-0.393113248066065,0.952630643858318,"Bladder"
"MEF2A","Basal",-1.04765753676419,0.614149739213942,"Bladder"
"MEF2A","Epithelial_NOS",-0.327216984376481,0.897019104777943,"Bladder"
"MEF2A","Umbrella",0.505648798544567,0.867680906518897,"Bladder"
"MEF2B","Basal",-0.810569209527652,0.918555888248748,"Bladder"
"MEF2B","Epithelial_NOS",-0.123971110069015,0.961603466607154,"Bladder"
"MEF2B","Umbrella",0.263961155085319,0.95400928042007,"Bladder"
